Random-Continuous.parameter, Random-Continuous.points, AlwaysSame.parameter, AlwaysSame.points
9, 3.20, 0, 23.60
9, 3.65, 0, 22.70
9, 5.90, 0, 18.20
9, 5.00, 0, 20.00
9, 5.00, 0, 20.00
9, 4.55, 0, 20.90
9, 7.25, 0, 15.50
9, 5.45, 0, 19.10
9, 8.15, 0, 13.70
9, 6.35, 0, 17.30
9, 3.20, 0, 23.60
9, 5.45, 0, 19.10
9, 5.45, 0, 19.10
9, 4.55, 0, 20.90
9, 5.45, 0, 19.10
9, 5.00, 0, 20.00
9, 1.85, 0, 26.30
9, 4.10, 0, 21.80
9, 3.65, 0, 22.70
9, 6.35, 0, 17.30
9, 6.80, 0, 16.40
9, 5.45, 0, 19.10
9, 4.10, 0, 21.80
9, 5.00, 0, 20.00
9, 6.35, 0, 17.30
9, 4.55, 0, 20.90
9, 5.90, 0, 18.20
9, 7.25, 0, 15.50
9, 4.10, 0, 21.80
9, 6.80, 0, 16.40
9, 4.55, 0, 20.90
9, 4.55, 0, 20.90
9, 5.90, 0, 18.20
9, 4.10, 0, 21.80
9, 3.65, 0, 22.70
9, 5.45, 0, 19.10
9, 4.55, 0, 20.90
9, 5.00, 0, 20.00
9, 5.00, 0, 20.00
9, 4.10, 0, 21.80
9, 3.65, 0, 22.70
9, 3.65, 0, 22.70
9, 5.00, 0, 20.00
9, 6.80, 0, 16.40
9, 5.90, 0, 18.20
9, 5.00, 0, 20.00
9, 3.65, 0, 22.70
9, 5.90, 0, 18.20
9, 4.55, 0, 20.90
9, 5.45, 0, 19.10
9, 5.45, 0, 19.10
9, 5.45, 0, 19.10
9, 4.55, 0, 20.90
9, 4.10, 0, 21.80
9, 3.65, 0, 22.70
9, 4.55, 0, 20.90
9, 4.55, 0, 20.90
9, 3.65, 0, 22.70
9, 4.10, 0, 21.80
9, 4.10, 0, 21.80
9, 5.90, 0, 18.20
9, 5.00, 0, 20.00
9, 3.65, 0, 22.70
9, 4.55, 0, 20.90
9, 6.35, 0, 17.30
9, 5.45, 0, 19.10
9, 3.65, 0, 22.70
9, 5.00, 0, 20.00
9, 3.65, 0, 22.70
9, 3.65, 0, 22.70
9, 4.55, 0, 20.90
9, 4.55, 0, 20.90
9, 6.80, 0, 16.40
10, 6.00, 0, 18.00
10, 4.00, 0, 22.00
10, 5.50, 0, 19.00
10, 7.00, 0, 16.00
10, 6.50, 0, 17.00
10, 4.00, 0, 22.00
10, 4.00, 0, 22.00
10, 7.00, 0, 16.00
10, 7.00, 0, 16.00
10, 4.00, 0, 22.00
10, 5.00, 0, 20.00
10, 3.50, 0, 23.00
10, 5.00, 0, 20.00
10, 4.50, 0, 21.00
10, 5.00, 0, 20.00
10, 5.00, 0, 20.00
10, 4.50, 0, 21.00
10, 6.50, 0, 17.00
10, 6.50, 0, 17.00
10, 4.50, 0, 21.00
10, 5.00, 0, 20.00
10, 3.50, 0, 23.00
10, 3.50, 0, 23.00
10, 6.50, 0, 17.00
10, 5.50, 0, 19.00
10, 5.00, 0, 20.00
10, 5.50, 0, 19.00
10, 5.00, 0, 20.00
10, 5.00, 0, 20.00
10, 6.00, 0, 18.00
10, 2.50, 0, 25.00
10, 5.00, 0, 20.00
10, 3.50, 0, 23.00
10, 6.00, 0, 18.00
10, 4.00, 0, 22.00
10, 6.00, 0, 18.00
10, 5.00, 0, 20.00
10, 7.00, 0, 16.00
10, 4.00, 0, 22.00
10, 4.00, 0, 22.00
10, 6.50, 0, 17.00
10, 5.00, 0, 20.00
10, 3.00, 0, 24.00
10, 5.50, 0, 19.00
10, 6.00, 0, 18.00
10, 6.00, 0, 18.00
10, 4.50, 0, 21.00
10, 5.00, 0, 20.00
10, 4.00, 0, 22.00
10, 6.50, 0, 17.00
10, 5.00, 0, 20.00
10, 3.00, 0, 24.00
10, 6.50, 0, 17.00
10, 3.50, 0, 23.00
10, 3.00, 0, 24.00
10, 4.00, 0, 22.00
10, 5.50, 0, 19.00
10, 7.00, 0, 16.00
10, 4.00, 0, 22.00
10, 3.00, 0, 24.00
10, 4.00, 0, 22.00
10, 5.00, 0, 20.00
10, 4.50, 0, 21.00
10, 6.00, 0, 18.00
10, 3.00, 0, 24.00
10, 5.50, 0, 19.00
10, 4.00, 0, 22.00
10, 4.50, 0, 21.00
10, 5.00, 0, 20.00
10, 3.50, 0, 23.00
10, 5.50, 0, 19.00
10, 5.50, 0, 19.00
10, 3.00, 0, 24.00
10, 3.50, 0, 23.00
10, 5.00, 0, 20.00
10, 5.00, 0, 20.00
10, 6.50, 0, 17.00
10, 4.00, 0, 22.00
10, 2.50, 0, 25.00
10, 7.50, 0, 15.00
10, 5.50, 0, 19.00
10, 4.00, 0, 22.00
10, 4.00, 0, 22.00
10, 5.00, 0, 20.00
10, 3.00, 0, 24.00
10, 9.00, 0, 12.00
10, 6.00, 0, 18.00
10, 4.00, 0, 22.00
10, 6.00, 0, 18.00
10, 4.50, 0, 21.00
10, 4.00, 0, 22.00
10, 3.00, 0, 24.00
10, 6.00, 0, 18.00
10, 6.00, 0, 18.00
10, 3.00, 0, 24.00
10, 5.00, 0, 20.00
10, 4.00, 0, 22.00
10, 4.00, 0, 22.00
10, 4.50, 0, 21.00
10, 5.00, 0, 20.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
0, 7.00, 1, 19.00
1, 7.20, 1, 18.60
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.00, 1, 19.00
1, 7.15, 1, 18.70
1, 7.10, 1, 18.80
1, 6.85, 1, 19.30
1, 6.85, 1, 19.30
1, 6.85, 1, 19.30
1, 6.95, 1, 19.10
1, 6.90, 1, 19.20
1, 6.75, 1, 19.50
1, 6.95, 1, 19.10
1, 6.85, 1, 19.30
1, 7.10, 1, 18.80
1, 7.10, 1, 18.80
1, 6.90, 1, 19.20
1, 6.85, 1, 19.30
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.15, 1, 18.70
1, 6.90, 1, 19.20
1, 7.10, 1, 18.80
1, 6.85, 1, 19.30
1, 7.10, 1, 18.80
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 6.90, 1, 19.20
1, 7.05, 1, 18.90
1, 6.85, 1, 19.30
1, 6.95, 1, 19.10
1, 6.95, 1, 19.10
1, 6.95, 1, 19.10
1, 6.90, 1, 19.20
1, 7.15, 1, 18.70
1, 6.85, 1, 19.30
1, 6.90, 1, 19.20
1, 6.90, 1, 19.20
1, 6.95, 1, 19.10
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 6.85, 1, 19.30
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 7.10, 1, 18.80
1, 7.00, 1, 19.00
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.00, 1, 19.00
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.15, 1, 18.70
1, 7.10, 1, 18.80
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 6.95, 1, 19.10
1, 6.95, 1, 19.10
1, 6.95, 1, 19.10
1, 6.95, 1, 19.10
1, 7.25, 1, 18.50
1, 7.00, 1, 19.00
1, 6.85, 1, 19.30
1, 6.85, 1, 19.30
1, 7.20, 1, 18.60
1, 7.05, 1, 18.90
1, 6.95, 1, 19.10
1, 6.80, 1, 19.40
1, 7.10, 1, 18.80
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 7.10, 1, 18.80
1, 7.00, 1, 19.00
1, 6.95, 1, 19.10
1, 7.15, 1, 18.70
1, 7.00, 1, 19.00
1, 7.10, 1, 18.80
1, 7.25, 1, 18.50
1, 6.90, 1, 19.20
1, 6.80, 1, 19.40
1, 6.95, 1, 19.10
1, 7.05, 1, 18.90
1, 6.95, 1, 19.10
1, 7.10, 1, 18.80
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.10, 1, 18.80
1, 7.00, 1, 19.00
1, 7.05, 1, 18.90
1, 7.05, 1, 18.90
1, 7.00, 1, 19.00
2, 6.90, 1, 19.20
2, 6.80, 1, 19.40
2, 7.10, 1, 18.80
2, 6.70, 1, 19.60
2, 7.20, 1, 18.60
2, 7.00, 1, 19.00
2, 6.80, 1, 19.40
2, 7.10, 1, 18.80
2, 6.80, 1, 19.40
2, 6.70, 1, 19.60
2, 6.70, 1, 19.60
2, 7.00, 1, 19.00
2, 7.30, 1, 18.40
2, 6.70, 1, 19.60
2, 7.30, 1, 18.40
2, 7.00, 1, 19.00
2, 6.90, 1, 19.20
2, 7.00, 1, 19.00
2, 7.20, 1, 18.60
2, 6.70, 1, 19.60
2, 7.30, 1, 18.40
2, 7.10, 1, 18.80
2, 7.30, 1, 18.40
2, 6.80, 1, 19.40
2, 7.20, 1, 18.60
2, 7.10, 1, 18.80
2, 7.00, 1, 19.00
2, 7.30, 1, 18.40
2, 7.10, 1, 18.80
2, 7.30, 1, 18.40
2, 6.90, 1, 19.20
2, 6.80, 1, 19.40
2, 6.80, 1, 19.40
2, 6.90, 1, 19.20
2, 7.20, 1, 18.60
2, 6.90, 1, 19.20
2, 6.90, 1, 19.20
2, 7.10, 1, 18.80
2, 7.20, 1, 18.60
2, 6.70, 1, 19.60
2, 6.90, 1, 19.20
2, 6.80, 1, 19.40
2, 6.90, 1, 19.20
2, 6.90, 1, 19.20
2, 7.00, 1, 19.00
2, 7.30, 1, 18.40
2, 7.10, 1, 18.80
2, 7.50, 1, 18.00
2, 7.00, 1, 19.00
2, 6.80, 1, 19.40
2, 7.00, 1, 19.00
2, 7.20, 1, 18.60
2, 6.70, 1, 19.60
2, 6.80, 1, 19.40
2, 7.10, 1, 18.80
2, 6.70, 1, 19.60
2, 7.30, 1, 18.40
2, 6.70, 1, 19.60
2, 6.90, 1, 19.20
2, 7.10, 1, 18.80
2, 7.10, 1, 18.80
2, 7.40, 1, 18.20
2, 7.20, 1, 18.60
2, 7.10, 1, 18.80
2, 7.50, 1, 18.00
2, 6.80, 1, 19.40
2, 6.90, 1, 19.20
2, 6.60, 1, 19.80
2, 7.30, 1, 18.40
2, 7.10, 1, 18.80
2, 6.90, 1, 19.20
2, 6.80, 1, 19.40
2, 7.00, 1, 19.00
2, 6.80, 1, 19.40
2, 6.80, 1, 19.40
2, 7.30, 1, 18.40
2, 6.90, 1, 19.20
2, 6.90, 1, 19.20
2, 7.20, 1, 18.60
2, 6.80, 1, 19.40
2, 7.00, 1, 19.00
2, 7.10, 1, 18.80
2, 7.20, 1, 18.60
2, 6.90, 1, 19.20
2, 7.50, 1, 18.00
2, 7.30, 1, 18.40
2, 7.30, 1, 18.40
2, 6.60, 1, 19.80
2, 7.00, 1, 19.00
2, 7.00, 1, 19.00
2, 7.00, 1, 19.00
2, 7.20, 1, 18.60
2, 7.40, 1, 18.20
2, 7.30, 1, 18.40
2, 6.80, 1, 19.40
2, 7.10, 1, 18.80
2, 6.70, 1, 19.60
2, 6.70, 1, 19.60
2, 7.50, 1, 18.00
2, 6.90, 1, 19.20
3, 7.60, 1, 17.80
3, 7.45, 1, 18.10
3, 7.30, 1, 18.40
3, 6.70, 1, 19.60
3, 6.55, 1, 19.90
3, 6.55, 1, 19.90
3, 7.00, 1, 19.00
3, 7.45, 1, 18.10
3, 6.55, 1, 19.90
3, 7.00, 1, 19.00
3, 6.85, 1, 19.30
3, 6.70, 1, 19.60
3, 7.15, 1, 18.70
3, 6.85, 1, 19.30
3, 6.55, 1, 19.90
3, 7.30, 1, 18.40
3, 6.85, 1, 19.30
3, 6.25, 1, 20.50
3, 6.85, 1, 19.30
3, 7.30, 1, 18.40
3, 6.85, 1, 19.30
3, 7.15, 1, 18.70
3, 6.55, 1, 19.90
3, 7.00, 1, 19.00
3, 7.00, 1, 19.00
3, 6.40, 1, 20.20
3, 7.00, 1, 19.00
3, 7.30, 1, 18.40
3, 7.60, 1, 17.80
3, 7.00, 1, 19.00
3, 7.00, 1, 19.00
3, 7.00, 1, 19.00
3, 6.85, 1, 19.30
3, 7.30, 1, 18.40
3, 6.55, 1, 19.90
3, 6.10, 1, 20.80
3, 6.85, 1, 19.30
3, 7.15, 1, 18.70
3, 7.15, 1, 18.70
3, 6.85, 1, 19.30
3, 6.70, 1, 19.60
3, 7.30, 1, 18.40
3, 7.45, 1, 18.10
3, 6.85, 1, 19.30
3, 6.70, 1, 19.60
3, 6.55, 1, 19.90
3, 6.40, 1, 20.20
3, 7.15, 1, 18.70
3, 6.40, 1, 20.20
3, 7.00, 1, 19.00
3, 7.15, 1, 18.70
3, 7.15, 1, 18.70
3, 7.30, 1, 18.40
3, 6.85, 1, 19.30
3, 7.00, 1, 19.00
3, 6.10, 1, 20.80
3, 6.40, 1, 20.20
3, 6.85, 1, 19.30
3, 7.00, 1, 19.00
3, 6.40, 1, 20.20
3, 7.15, 1, 18.70
3, 7.00, 1, 19.00
3, 7.30, 1, 18.40
3, 6.85, 1, 19.30
3, 7.15, 1, 18.70
3, 7.30, 1, 18.40
3, 6.55, 1, 19.90
3, 6.40, 1, 20.20
3, 7.00, 1, 19.00
3, 7.00, 1, 19.00
3, 6.55, 1, 19.90
3, 6.55, 1, 19.90
3, 7.00, 1, 19.00
3, 6.85, 1, 19.30
3, 6.70, 1, 19.60
3, 6.55, 1, 19.90
3, 6.55, 1, 19.90
3, 7.15, 1, 18.70
3, 7.00, 1, 19.00
3, 7.30, 1, 18.40
3, 7.00, 1, 19.00
3, 7.30, 1, 18.40
3, 6.40, 1, 20.20
3, 6.70, 1, 19.60
3, 6.85, 1, 19.30
3, 7.60, 1, 17.80
3, 7.00, 1, 19.00
3, 7.00, 1, 19.00
3, 6.85, 1, 19.30
3, 7.00, 1, 19.00
3, 7.45, 1, 18.10
3, 7.15, 1, 18.70
3, 7.00, 1, 19.00
3, 7.30, 1, 18.40
3, 7.15, 1, 18.70
3, 7.00, 1, 19.00
3, 7.15, 1, 18.70
3, 7.15, 1, 18.70
3, 7.00, 1, 19.00
3, 7.75, 1, 17.50
4, 7.00, 1, 19.00
4, 6.60, 1, 19.80
4, 7.00, 1, 19.00
4, 6.80, 1, 19.40
4, 6.40, 1, 20.20
4, 7.20, 1, 18.60
4, 7.20, 1, 18.60
4, 6.80, 1, 19.40
4, 7.40, 1, 18.20
4, 6.40, 1, 20.20
4, 7.20, 1, 18.60
4, 7.40, 1, 18.20
4, 6.80, 1, 19.40
4, 6.60, 1, 19.80
4, 7.00, 1, 19.00
4, 7.40, 1, 18.20
4, 7.40, 1, 18.20
4, 6.40, 1, 20.20
4, 7.40, 1, 18.20
4, 6.60, 1, 19.80
4, 6.20, 1, 20.60
4, 6.40, 1, 20.20
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.00, 1, 19.00
4, 6.80, 1, 19.40
4, 7.00, 1, 19.00
4, 7.40, 1, 18.20
4, 6.80, 1, 19.40
4, 6.80, 1, 19.40
4, 7.20, 1, 18.60
4, 7.20, 1, 18.60
4, 7.40, 1, 18.20
4, 7.40, 1, 18.20
4, 6.80, 1, 19.40
4, 7.00, 1, 19.00
4, 6.20, 1, 20.60
4, 6.80, 1, 19.40
4, 7.00, 1, 19.00
4, 6.40, 1, 20.20
4, 6.80, 1, 19.40
4, 7.20, 1, 18.60
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.00, 1, 19.00
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.40, 1, 18.20
4, 7.60, 1, 17.80
4, 7.60, 1, 17.80
4, 7.60, 1, 17.80
4, 6.20, 1, 20.60
4, 7.20, 1, 18.60
4, 7.80, 1, 17.40
4, 6.60, 1, 19.80
4, 6.40, 1, 20.20
4, 7.00, 1, 19.00
4, 6.80, 1, 19.40
4, 6.20, 1, 20.60
4, 6.80, 1, 19.40
4, 7.20, 1, 18.60
4, 5.80, 1, 21.40
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.40, 1, 18.20
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.00, 1, 19.00
4, 7.20, 1, 18.60
4, 7.80, 1, 17.40
4, 6.80, 1, 19.40
4, 7.60, 1, 17.80
4, 6.60, 1, 19.80
4, 7.80, 1, 17.40
4, 7.00, 1, 19.00
4, 7.00, 1, 19.00
4, 6.80, 1, 19.40
4, 7.40, 1, 18.20
4, 7.40, 1, 18.20
4, 6.40, 1, 20.20
4, 7.00, 1, 19.00
4, 6.60, 1, 19.80
4, 6.60, 1, 19.80
4, 6.40, 1, 20.20
4, 7.00, 1, 19.00
4, 7.00, 1, 19.00
4, 6.60, 1, 19.80
4, 6.40, 1, 20.20
4, 7.80, 1, 17.40
4, 7.80, 1, 17.40
4, 7.00, 1, 19.00
4, 7.60, 1, 17.80
4, 7.20, 1, 18.60
4, 6.80, 1, 19.40
4, 6.20, 1, 20.60
4, 7.60, 1, 17.80
4, 6.40, 1, 20.20
4, 6.60, 1, 19.80
4, 7.80, 1, 17.40
4, 7.40, 1, 18.20
5, 7.25, 1, 18.50
5, 6.75, 1, 19.50
5, 6.75, 1, 19.50
5, 8.00, 1, 17.00
5, 7.00, 1, 19.00
5, 6.75, 1, 19.50
5, 6.50, 1, 20.00
5, 6.50, 1, 20.00
5, 6.75, 1, 19.50
5, 7.50, 1, 18.00
5, 6.00, 1, 21.00
5, 6.75, 1, 19.50
5, 7.75, 1, 17.50
5, 7.50, 1, 18.00
5, 7.25, 1, 18.50
5, 6.75, 1, 19.50
5, 7.25, 1, 18.50
5, 7.50, 1, 18.00
5, 7.00, 1, 19.00
5, 7.75, 1, 17.50
5, 6.75, 1, 19.50
5, 7.00, 1, 19.00
5, 7.00, 1, 19.00
5, 6.75, 1, 19.50
5, 7.25, 1, 18.50
5, 7.00, 1, 19.00
5, 6.75, 1, 19.50
5, 7.50, 1, 18.00
5, 7.00, 1, 19.00
5, 6.75, 1, 19.50
5, 7.00, 1, 19.00
5, 8.00, 1, 17.00
5, 7.25, 1, 18.50
5, 7.25, 1, 18.50
5, 7.75, 1, 17.50
5, 7.00, 1, 19.00
5, 7.25, 1, 18.50
5, 6.00, 1, 21.00
5, 7.75, 1, 17.50
5, 6.50, 1, 20.00
5, 7.50, 1, 18.00
5, 7.75, 1, 17.50
5, 6.75, 1, 19.50
5, 7.50, 1, 18.00
5, 6.50, 1, 20.00
5, 7.25, 1, 18.50
5, 6.50, 1, 20.00
5, 6.75, 1, 19.50
5, 7.25, 1, 18.50
5, 7.75, 1, 17.50
5, 7.00, 1, 19.00
5, 6.50, 1, 20.00
5, 6.75, 1, 19.50
5, 5.75, 1, 21.50
5, 7.50, 1, 18.00
5, 7.50, 1, 18.00
5, 6.75, 1, 19.50
5, 6.50, 1, 20.00
5, 6.50, 1, 20.00
5, 8.00, 1, 17.00
5, 7.25, 1, 18.50
5, 6.75, 1, 19.50
5, 7.00, 1, 19.00
5, 7.50, 1, 18.00
5, 6.25, 1, 20.50
5, 7.50, 1, 18.00
5, 7.00, 1, 19.00
5, 7.50, 1, 18.00
5, 8.25, 1, 16.50
5, 7.50, 1, 18.00
5, 7.00, 1, 19.00
5, 7.75, 1, 17.50
5, 7.50, 1, 18.00
5, 6.25, 1, 20.50
5, 7.50, 1, 18.00
5, 7.50, 1, 18.00
5, 6.75, 1, 19.50
5, 6.75, 1, 19.50
5, 7.50, 1, 18.00
5, 6.75, 1, 19.50
5, 7.25, 1, 18.50
5, 6.75, 1, 19.50
5, 6.75, 1, 19.50
5, 7.00, 1, 19.00
5, 7.00, 1, 19.00
5, 6.00, 1, 21.00
5, 6.75, 1, 19.50
5, 6.50, 1, 20.00
5, 7.00, 1, 19.00
5, 6.75, 1, 19.50
5, 7.25, 1, 18.50
5, 6.75, 1, 19.50
5, 7.00, 1, 19.00
5, 6.50, 1, 20.00
5, 7.25, 1, 18.50
5, 7.50, 1, 18.00
5, 6.25, 1, 20.50
5, 6.50, 1, 20.00
5, 6.75, 1, 19.50
5, 6.25, 1, 20.50
6, 7.60, 1, 17.80
6, 7.90, 1, 17.20
6, 5.80, 1, 21.40
6, 7.00, 1, 19.00
6, 6.70, 1, 19.60
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 7.30, 1, 18.40
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 7.30, 1, 18.40
6, 7.90, 1, 17.20
6, 7.30, 1, 18.40
6, 6.70, 1, 19.60
6, 6.70, 1, 19.60
6, 7.60, 1, 17.80
6, 7.90, 1, 17.20
6, 8.80, 1, 15.40
6, 6.70, 1, 19.60
6, 6.40, 1, 20.20
6, 6.40, 1, 20.20
6, 7.30, 1, 18.40
6, 6.70, 1, 19.60
6, 7.60, 1, 17.80
6, 7.60, 1, 17.80
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 6.10, 1, 20.80
6, 7.60, 1, 17.80
6, 7.90, 1, 17.20
6, 6.70, 1, 19.60
6, 7.60, 1, 17.80
6, 7.60, 1, 17.80
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 7.30, 1, 18.40
6, 8.80, 1, 15.40
6, 7.00, 1, 19.00
6, 7.90, 1, 17.20
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 7.00, 1, 19.00
6, 7.30, 1, 18.40
6, 7.00, 1, 19.00
6, 7.00, 1, 19.00
6, 7.90, 1, 17.20
6, 6.40, 1, 20.20
6, 7.00, 1, 19.00
6, 6.40, 1, 20.20
6, 7.00, 1, 19.00
6, 6.70, 1, 19.60
6, 6.70, 1, 19.60
6, 6.10, 1, 20.80
6, 6.40, 1, 20.20
6, 7.30, 1, 18.40
6, 7.90, 1, 17.20
6, 7.00, 1, 19.00
6, 5.80, 1, 21.40
6, 7.60, 1, 17.80
6, 7.00, 1, 19.00
6, 7.60, 1, 17.80
6, 7.60, 1, 17.80
6, 7.30, 1, 18.40
6, 7.00, 1, 19.00
6, 7.60, 1, 17.80
6, 7.00, 1, 19.00
6, 6.70, 1, 19.60
6, 7.90, 1, 17.20
6, 6.40, 1, 20.20
6, 7.30, 1, 18.40
6, 6.70, 1, 19.60
6, 7.00, 1, 19.00
6, 7.90, 1, 17.20
6, 7.60, 1, 17.80
6, 7.90, 1, 17.20
6, 7.60, 1, 17.80
6, 7.00, 1, 19.00
6, 6.70, 1, 19.60
6, 7.30, 1, 18.40
6, 7.30, 1, 18.40
6, 6.70, 1, 19.60
6, 7.00, 1, 19.00
6, 6.70, 1, 19.60
6, 6.40, 1, 20.20
6, 7.90, 1, 17.20
6, 6.40, 1, 20.20
6, 6.70, 1, 19.60
6, 6.70, 1, 19.60
6, 7.00, 1, 19.00
6, 7.00, 1, 19.00
6, 7.00, 1, 19.00
6, 6.40, 1, 20.20
6, 7.60, 1, 17.80
6, 6.40, 1, 20.20
6, 7.00, 1, 19.00
6, 6.40, 1, 20.20
6, 6.70, 1, 19.60
6, 7.30, 1, 18.40
6, 7.00, 1, 19.00
6, 5.80, 1, 21.40
7, 7.00, 1, 19.00
7, 6.30, 1, 20.40
7, 6.30, 1, 20.40
7, 7.00, 1, 19.00
7, 6.30, 1, 20.40
7, 6.65, 1, 19.70
7, 7.35, 1, 18.30
7, 7.70, 1, 17.60
7, 6.30, 1, 20.40
7, 6.65, 1, 19.70
7, 7.70, 1, 17.60
7, 6.65, 1, 19.70
7, 6.30, 1, 20.40
7, 5.95, 1, 21.10
7, 7.00, 1, 19.00
7, 5.60, 1, 21.80
7, 6.65, 1, 19.70
7, 6.65, 1, 19.70
7, 8.05, 1, 16.90
7, 7.35, 1, 18.30
7, 7.35, 1, 18.30
7, 5.95, 1, 21.10
7, 8.05, 1, 16.90
7, 7.00, 1, 19.00
7, 7.35, 1, 18.30
7, 8.75, 1, 15.50
7, 6.65, 1, 19.70
7, 6.65, 1, 19.70
7, 7.00, 1, 19.00
7, 6.65, 1, 19.70
7, 7.00, 1, 19.00
7, 7.70, 1, 17.60
7, 7.00, 1, 19.00
7, 7.35, 1, 18.30
7, 8.05, 1, 16.90
7, 8.40, 1, 16.20
7, 7.35, 1, 18.30
7, 6.65, 1, 19.70
7, 6.30, 1, 20.40
7, 9.10, 1, 14.80
7, 6.65, 1, 19.70
7, 7.35, 1, 18.30
7, 7.35, 1, 18.30
7, 5.95, 1, 21.10
7, 8.05, 1, 16.90
7, 8.05, 1, 16.90
7, 7.00, 1, 19.00
7, 7.00, 1, 19.00
7, 6.65, 1, 19.70
7, 6.30, 1, 20.40
7, 8.05, 1, 16.90
7, 5.25, 1, 22.50
7, 6.65, 1, 19.70
7, 7.00, 1, 19.00
7, 6.30, 1, 20.40
7, 7.70, 1, 17.60
7, 8.05, 1, 16.90
